8,"Thakur Bhupendra Singh (Amrish Puri) and his son Ajit (Rishabh Shukla) are landlords, presiding oppressively over a small Indian community. Ajit gets Laxmi (Raadhika) pregnant and casts her aside. Her brother Bheema (UNK) goes to plead with them to accept Laxmi as their daughter-in-law and they reject his pleas and have him thrown out. Bheema tries to avenge this humiliation, only to have his sister killed. Bheema is imprisoned, and after his sentence is over he returns to his community, only to be told that he can no longer reside there, as the entire community is terrified of the Thakur and his men. Bheema then decides to move out of town. Some villagers and a police officer (Anupam Kher) persuade Bheema to return, and he agrees. On his return, Bheema's nephew Kanhaiya (Baby Guddu) is abducted by Thakur and his men, and he will only be returned after Bheema obtains signatures/thumb prints from everyone in the community, thereby turning over their properties to Thakur's n"
0,"Kanji Lalji Mehta (Paresh Rawal), a middle-class atheist Hindu owns a shop of Hindu idols and antiques in Mumbai. He is cursed by Siddheshwar Maharaj when he stopped his son from playing dahi handi. A low-intensity earthquake hits the city, and Kanji's shop is the only shop that is destroyed.
Next day at the insurance office, Kanji and his neighbor-assistant Mahadev learn that the disaster claim does not cover any damage caused by natural calamities classified under ""Act of God"". Running out of options, Kanji decides to file a lawsuit against God but fails to find a lawyer for such a lawsuit. Finally, he meets Hanif Qureshi (Om Puri) and his daughter (Puja Gupta), a poor Muslim lawyer family. Qureshi, a disabled man, helps him file the case as Kanji decides to fight on his own. Legal notices are sent to the insurance company as well as to religious priests, Siddheshwar Maharaj (Govind Namdeo), Gopi Maiyya (Poonam Jhawer) and their group's founder, Leeladhar Swamy (UNK) "
1,"Once upon a time there was a Kingdom Ujjaini and its King was Maharaj Raja Vijay Singh (Pran). His only daughter Princess Indumathi (Jayaprada) loves a dynamic guy Ramu (UNK), who was a gardener in the fort, Maharaj places a condition that if he could become equal to his status then he will give his daughter's hand to him. There was a wizard, Mantrik Husair (Kader Khan) who has supernatural powers, who wants to obtain a powerful idol of Pataal Bhairavi, through which the goddess can appear and fulfill the wish of the person with whom the idol is present. To acquire the idol, he requires a dynamic guy who can take him to the place where it is present, for whom he is in search, he comes to know that Ramu is the guy. He traps him into helping him in marrying the Princess if he could take him there, but his actual plan is to kill him before the statue so that he can obtain the idol. Ramu comes to know this and he plays a trick and he only kills Husair and obtains the idol and with it"
8," (Randeep Hooda), a young man driving on the road. He finds a young woman standing on the highway. When he approaches her, he becomes frozen after seeing her face. Shortly after, he wakes up in a jail accused of murdering a man. A police officer, (Zakir Hussain), brings the mother of the murdered victim to the police station for justice. But the mother is shocked to find that Ajay is possessed by the spirit of a woman, who turns out to be her daughter-in-law, Sandhya. It's revealed that the mother-in-law, her husband, and son had burned the newly-wedded bride to death and her spirit has come back for revenge. Sandhya's spirit reveals that it possessed Ajay and killed the son. The spirit enters the police officer's body and shoots her mother-in-law. When the spirit leaves the officer's body, he realises what has happened and secretly buries the body. Ajay is released and is driving back to the city when he sees Sandhya's spirit in the backseat. She says that her father-in-law is away in"
1," currently searching for).
Raju learns that Veeru is participating in a cycle of crime, which often hurts him, creating conflict between the two. However, Raju soon learns that Veeru is an undercover CBI agent. He arrests all the criminals, but Hari escapes. Cobra devises a plan to make Meena marry an unknown person by keeping her mother in his custody, and he sends Raju to jail by trapping him in a murder case. Cobra then kills Meena in an accident.
Cobra, Hari, and Nagu escape to a forest where they conduct their undercover activities. Raju escapes from jail and goes to the forest; Veeru wants to protect Raju. He goes on the trip, along with Shalu, because she realizes Hari is her father. Cobra's gang tries to murder Veeru and Shalu, but they escape and meet Meena, who escaped from the accident as well, and Veeru then realizes that Meena is his own sister.
Afterward, Raju and Veeru keep on attacking Cobra's activities in the name of the ""Jungle Ka Share"" by changing their disguise"
4,"Athaniparampil Balachandran (UNK) or Balan is an ordinary family man, living with his wife Radhika (Devayani), two children, his younger brother (Sudheesh) and father (Nedumudi Venu), a locally respected retired postmaster. Balan struggles to balance his professional life amidst his multiple interests, which includes amateur theater and a penchant for helping others, including strangers. Nevertheless, he leads a cheerful life, with the support of his loving family, and has earned the status of being a major figure in the local society (earning the name ""Balettan"", meaning ""elder brother Balan""). However, his good-samaritanism, amateur interests and carelessness leads to circumstances that leave him deep in debt and he even gets arrested for cheating. His father bails him out of the problems with his pension savings, and expects Balan to become more responsible towards his family. An unexpected cardiac arrest leaves Balan's father in the hospital, and right before his death, he con"
4,"Sam Alexander (UNK), a fun-loving automobile workshop cum garage owner is more keen in scripting and directing plays than running his business. A theater addict, Sam, along with his friends, Pappu Mesthiri (Jagathi Sreekumar), Mammoonju (Kunjan), and Preman (Premkumar), is now working on Shakuntahlam, the famous play by Kalidas. Gracy Kutty (Kaviyoor Ponnamma), his mother, is worried with his easy-going and careless attitude towards life.
The main actress (Kalpana) who was supposed to play the role of Shakunthala elopes with Krishnan Kutty (Nandu), a fellow artist. Sam is busy searching for a new face to enact Shakunthala. Accidentally, he meets up with Sreedevi Menon (Kanchan), whom he falls in love with. He attempts all methods to woo her and finally she falls in. Sam casts her as Sahkunthala and she unwillingly agrees without the knowledge of her parents.
Sreedevi, daughter of Meledath Vishwanatha Menon, the rich businessman in the city, thus acts in the drama. On the way hom"
4,"Nanda (Revathi) who is an engineering graduate lives with her friend Vimala (Shanthi Krishna) in Bangalore. After a public event, Nanda receives some photographs of her from the event, dropped at her doorstep by an unknown person. Initially, she ignores the matter, but is soon annoyed as she gets another set of pictures of her walking the streets and being in a restaurant, proving that someone has been stalking her. Her investigations into the stalker fails. One night, she shares a taxi with a Malayali stranger (UNK), who initially lies about him being a poorly educated villager trying for a job in Bangalore, and later admits of being the stalker. He introduces himself as Raghupathi, a commercial advertising photographer, who got interested in Nanda's features in an artistic perspective. Later, Nanda decides to get the film negatives from him, and visits the ad agency he mentioned, only to find that he had lied; the real Raghupathi (T. P. Madhavan) is also a Malayali, but not the "
7," dopes a drink which UNKrugappa drinks during the fight. Sabapathy wins the fight and marries Thillaiammal.
Punitha goes back on her word and an angry Pitamdhi confesses his duplicity to UNKrugappa, who confronts Punitha, the two get into an argument during which UNKrugappa wows to mary Punitha.
The two families get into another clash regarding the villagers' right to worship at the temple at the same time as Pillaivaal. In retaliation he sends his henchmen to beat up UNKrugappa and burn down their house.
When UNKngamma confronts him, he rapes her and she disappears after writing a suicide note to her brother urging him to leave the village and make a living elsewhere.
Pillaival is haunted by the fear that UNKngamma would return from the grave to take revenge.
UNKrugappan goes to the city where he meets Pitamdhi again.
Pitamdhi does a Pygmalion on him and UNKrugappa emerges from the tutelage as Azhagappa competent in English, and even knows to play the piano. He meets Punitha at a club a"
5,"Maharani Meenakshi is a princess who, one day while out hunting is rescued from a handful of attackers by a hunter-warrior Jwala Singh (UNK), who lives alone in the jungle, accompanied only by his pet falcon, Sheroo. She offers him a reward for saving her life, but he only wants her hand in marriage, which he had been denied by her father. During the night, they are awoken by another tiger and Jwala goes to slay it. The tiger kills a villager and Jwala puts his poncho over him to cover his dead body. He wrestles with the tiger and they both fall over a cliff. The Princess sees the body of the dead villager and she thinks it is that of Jwala and goes into shock. Her father eventually marries her off into another royal family. Unbeknownst to Jwala, Meenakshi is pregnant by him. King Satpal Singh, Meenakshi's brother is told in a prophecy that he will be killed by his eldest nephew, Dharam. In order to prevent this, he pleads poverty and moves in with his sister.
The Queen gives birth t"
7,"Two swindlers, Nalasivam (V. K. Ramasamy) and Dayalan (Thengai Srinivasan) kill the wife (Pandari Bai) of the wealthy industrialist UNKnavalan Thangappapuram (UNK UNK Chakrapani).
The baby (UNKR) who was with the mother, escapes from their claws by the intervention of a farmer (V. UNKpalakrishnan), who raises the child as his own child by naming him UNKnickam.
UNKanwhile, both criminals mean seeing Thangappapuram, with in the arms, another baby (UNK N. Nambiar) and persuade the widower that they saved him.
Wild with joy by thinking of having found his newborn child, Rathnam, Thangappapuram does not know that a terrible trap has just closed on him.
Indeed, this fake Rathnam allows both men, Nalasivam and Dayalan to steal some money from UNKnavalan Thangappapuram.
But UNKnickam, finds that he is the real son of Thangappapuram and knows that his father is in a terrible trap.
UNKnickam tries to prove that he is real Rathnam, but Thangappapuram does not believe UNKnickam.
How UNKnickam makes his "
6,"The film starts out on a rainy night with a conversation between four cops in a police van, patrolling the streets of Mumbai. A car narrowly misses colliding into them on the road, brakes and then continues on towards a house with iron gates. A man in a jacket gets out from the car, heads towards the garage and opens the roller shutter door when he is shot from behind multiple times. At the same time, the cops in the van receive an alert on the radio that gunshots have been heard somewhere in the vicinity and they ask the driver to head towards the location of the gunshots.
The entire movie is then shown as a flashback, building up to the present shooting, and scene of the cops in the van.
The story is about a gang of five that run a gambling club and conduct other underhand deals. The five members are Vikram (Neil Nitin Mukesh), Seshadri (UNK), Shardul (Zakir Hussain), Prakash (Vinay Pathak) and Shiva (Dayanand Shetty). When one of Seshadri's police contacts from Bengaluru, K"
9,"rns that Yamuna and Sengodagan are in love with each other. He accepts their relationship and decides to get them married, even cleverly convincing Rishikodagan, who was unwilling to get his son married to a commoner like Yamuna. Meanwhile, Rana also falls in love with his childhood sweetheart, princess Vadhana Devi (Deepika Padukone), the daughter of Rishikodagan.
Soon, Sengodagan and Yamuna get married. But following the wedding, Rishikodagan disowns his son for marrying Yamuna despite knowing that the latter does not belong to a royal family. An unfazed Sengodagan immediately leaves the palace with Yamuna. Later that night, a masked man barges into the palace and attempts to kill Rishikodagan. Vadhana immediately goes after him, fights him and gets him captured. Rishikodagan unmasks the assassin who is revealed to be Rana, and immediately throws him into prison, sentencing him to death. An upset Vadhana rushes to the cell where Rana is imprisoned, where Rana tells her why he attemp"
4,"Anjali's (Keerthi Suresh) twin sister Geetha (Keerthi Suresh) has committed suicide. Anjali is betrothed to Anoop (Nishan), a member of a prominent family. When her mother falls from a terrace and is paralysed, Anjali and Anoop go to her house in Arackal. Once there, the spirit of Geetha starts to haunt Anjali, which physically disturbs her. Within days of a series of horrifying incidents, Dr. Sunny Joseph (UNK) arrives to treat Anjali and to help her out of her crisis. Because the house was haunted, the family buys a new house, and the future owner Vasu (Ganesh Kumar) claims that he had seen Geetha in a car and wrote down the number on a file. He says that he could give it to them the next day. But Vasu gets a phone call from Geetha's spirit asking him to meet her in the church next morning. He goes there and calls Dr. Sunny for help, but Vasu gets killed before he could help him. Sunny then spots a car driving out of the church and follows it, but the killer already got out of t"
8,"ey will be provided with artillery support from the eastern side. Karan realises that he has finally found his goal in the form of capturing the peak.
The unit sets off on their mission and while moving through a grass field toward the rock cliff, they come under fire. The unit discovers a Pakistani mortar unit in the field and destroys it, but loses their commanding officer and a number of other soldiers. The team's radios are also destroyed, so they cannot communicate with battalion HQ. Out of the initial 12, only 6 remain. They decide to continue with the mission. They successfully scale the cliff and attack the Pakistani position during the night. Their assault is successful although Karan is wounded, and the team loses 3 more men. The next morning, Karan limps to the peak, where he plants the Indian flag and fires a flare, signalling to Col. Damle that they captured the peak.
The film ends with Karan leaving a military hospital and reuniting with his parents and Romi. He then an"
0,"asanti would often go on the hill and dream of their married life together. But before the marriage could take place, Raj has to perform his show in Bombay and bring his mother to meet Basanti and for the wedding. Basanti and Raj do not want to be separated, even for a few days, but they patiently waited for the days to pass so they can marry. On the day when Raj and his mother were to return, they meet Basanti's uncle who offers them a ride back home. The man who also vowed his revenge is sitting on the side of the road when he sees Basanti's uncle and Raj. He gets into a truck and hits their car off the road.
After the accident, Raj's mother dies, Raj goes blind and Basanti's uncle receives some minor injuries. At home, Basanti and her father are busily preparing for the wedding. Basanti's uncle informs her father what happened and they came to a conclusion to not let Basanti and Raj marry as Raj's blindness would be a burden to Basanti. So they tell Basanti that Raj betrayed her an"
8," together on account of Lohri. Zaara meets Veer's uncle Choudhary Sumer Singh and his aunt Saraswati Kaur. With his uncle telling Veer that he has seen Zaara becoming Veer's wife in a dream, Veer realises he is falling in love with Zaara.
Taking her to catch her train to Lahore, Veer is about to confess his feelings for Zaara, but before he does so he meets Zaara's fiancé, Raza Sharazi, who has come looking for her. Just before she boards the train, Veer confesses his love to Zaara. He gets no sense of Zaara's feelings, but as she is leaving he discovers he still has one of her silver anklets. She nods for him to keep it; both believe that this is the end of their relationship and that they will probably never meet again.
Upon reaching Pakistan, Zaara realises that she is having deep feelings of love for Veer, but that it is her duty to keep her family's honour and marry her fiancé, a wedding that will further her father's political career. She initially tells her mother of an Indian"
7,"Tamil Nadu, in the 1960s...
Of return of a particularly dangerous but successful mission, abroad, Ramu (UNKR), the secret agent 115 of Research and Analysis Wing receives the results of his investigations.
Suspects' list is put back (handed) to him.
A very rich family is in the firing line.
We think that she resells information of classified National Security.
To begin with eccentric Dhanabal UNKthaliar (K. D. Santhanam) and his son Nambhirajan (S. A. Ashokan), more enigmatic !
Ramu is sent to infiltrate it (The family).
On the spot, in the hotel where he came down, he thwarts the muscular welcoming committee which waited for him.
Somewhere else, at the same moment, a young woman is bored by thinking of Ramu.
It is about his younger sister, Parvathi (Bathmani).
Although their mother, blind person, comforts her, the young woman cannot admit him(her) the real reasons of her sorrow, at least at the moment...
Full of questions stay for each unsettled, the mystery is only thickenin"
0,"Aadmi is the story of an honest man (Vijay M. Srivastav) and his fight against corruption and the country's traitors, but he is trapped and jailed for a crime (murder of his own parents and brother), which he never committed. Vijay Srivastav had lived a middle-classed lifestyle in Bombay along with dad, Mohanlal, mom, Sharda, and a younger brother, Raju. His father and brother managed a restaurant named ""Sahiba"", while Vijay worked as a Supervisor at the Ordnance Factory that manufacturers RDX for the Government of India and also moonlighted as a self-defense instructor. He met with wealthy Rekha, the only daughter of Advocate Saxena, and both fell in love with each other.
Their respective parents met and arranged their marriage. While his father went to invite Vijay's office boss Trikal, he witnessed Trikal's terrorist activities. Trikal and his son-in-law, Minister D. P. Singh were involved with anti-state activities. They sent two henchmen to kill the family of Vijay. In a bomb bla"
3,"l master, who narrates the story of the dropped movie. In the later 1970s this movie was actually made by an enthusiastic young director Gnanasekaran (Cheran) and dropped midway due to a mishap. This retired man was enacting the role of the zamindar in the film, and the plot was based on a real incident. The heroine is at first reluctant, when the director/hero tells her that her head will be really shaved and no special effects business. After persuasion, she agrees for the sake of reality. Meanwhile, the real zamindars's son (Seeman) comes to the shooting spot and objects, stating that the real incident maligning his dad should not be canned. The master pacifies him saying that it is only an imaginary plot.
But this zamindar's son returns with his bunch of hooligans and creates havoc in the shooting spot. The tonsured heroine is mentally disturbed and hangs herself, and the shooting comes to a halt. The director disappears, only to return as a naxalite to annihilate the wicked zamin"
6,"Maharani Meenakshi is a princess who, one day while out hunting is rescued from a handful of attackers by a hunter-warrior Jwala Singh (Pran), who lives alone in the jungle, accompanied only by his pet falcon, Sheroo. She offers him a reward for saving her life, but he only wants her hand in marriage, which he had been denied by her father. During the night, they are awoken by another tiger and Jwala goes to slay it. The tiger kills a villager and Jwala puts his poncho over him to cover his dead body. He wrestles with the tiger and they both fall over a cliff. The Princess sees the body of the dead villager and she thinks it is that of Jwala and goes into shock. Her father eventually marries her off into another royal family. Unbeknownst to Jwala, Meenakshi is pregnant by him. King Satpal Singh, Meenakshi's brother is told in a prophecy that he will be killed by his eldest nephew, Dharam. In order to prevent this, he pleads poverty and moves in with his sister.
The Queen gives birth t"
9,"Saritha (Jayaprada) is a working woman in a poor family. She works hard to support her widowed sister, unmarried sister, her blind younger brother, her mother, her drunkard brother Murthy (UNK) and his family. Her father abandons the family and becomes a saint. Her brother not only does not take responsibilities, but also creates additional problems for her.
She has a longtime boyfriend, who wants to marry her, but she doesn't because of her commitment to her family. His eyes now wander to Saritha's widowed younger sister (Sripriya) who reciprocates his feelings. Saritha, after reading her boyfriend's love letter to her sister, arranges for them to get married, thus giving up her chance of having a life with him. She eventually accepts a marriage proposal of her boss (Kamal Hassan), when she realizes that her brother has become responsible enough to take care of her family. She also helps her distressed friend, played by Phataphat Jayalaksmi to settle in life. She decides to r"
6," Walker) sabotages the marriage when the girl comes to visit (in a very funny scene) by insinuating that Ashok is an inveterate gambler. This enrages his father, and when Ashok says that he has promised another girl he would marry her, his father retorts that he has promised his friend. At his response, Ashok's father gets up and leaves without another word. When Nirmala and her mother return home, Nirmala gets a letter from two of her school friends. They are working in Mussoorie at a school, and think Nirmala can get a job teaching there too. She goes there and gets the job at the school. Her friends ask where she has been, and tell her that Ashok went to her house looking for her several times. Ashok is living in a camp in Mussoorie, working as an engineer. The girls and Bansi conspire to reunite them. Ashok is overjoyed to see Nirmala, but of course she has changed. He asks her to marry him; she refuses at first, then says that she will give him her answer in a week and throws hers"
9,"past.
Kabali was the protege of Tamilmaaran's father Tamilnesan (Nassar), a don who fought for the rights of the Tamil Malaysians. Tamilnesan was killed by Veerasekaran alias Veera (Kishore), who was also a part of Tamilnesan's gang, but disliked his rules such as not involving in illegal activities like drug smuggling and prostitution. Following Tamilnesan's death, Kabali took charge of Tamilnesan's gang. But Veera manipulated Tamilmaaran by telling him that he, being Tamilnesan's son, should lead the gang and not Kabali. Tamilmaaran invited Kabali and a pregnant Kumudha for a temple function. However, this was revealed to be a trap as Veera and his men confronted Kabali and Kumudha at the function. In the ensuing scuffle, Kabali was brutally attacked while Kumudha was shot and seemingly killed. Kabali then killed Tamilmaaran for his betrayal in front of a young Kumaran and was soon arrested on a false charge of instigating the massacre.
Kumaran, after hearing Kabali's speech, reali"
5,"Ravi Verma wins a legal battle against Sir Judah, his dead father's business partner. Shantaprasad Verma, Ravi's dead father, was a rich man in Coonoor, whose property was unjustly usurped by Sir Judah after his death. Ravi gives the good news to his mother without realizing that Judah has already set contrary plans in action. Ravi has fallen in love with Kamini, a gold-digger working covertly for Judah. Here, Ravi tells his mother that he is going to get married and come back to get her blessings for him and Kamini. On their way to Coonoor, Kamini throws Ravi off the cliff near a small temple of Goddess Kali. Two decades later, Monty, an orphan raised by G.G. Oberoi, is a twenty-one-year-old singer fond of a tune Ravi liked, which activates some of Ravi's memories subconsciously present in Monty.
Monty soon falls in love with a girl in some remote place. He chooses Ooty (near Coonoor), partly because Tina lives there. There, his inherited memories become intense when he sees all the "
2,"other. Sekhar realizing the extent of love and the depth of feelings of Thyagu asks Meena to forgo their feelings and that she should go ahead and marry Thyagu. The family members of both the families get together and agree to the arrangement. By this time, Thyagu is injured in a serious accident loses the use of both his legs and ends up being a cripple for life. The loyal partner Meena pitches in the effort to care for Thyagu and spends all her time in his care.
Sekhar couldn't forget Meena and tries to be close with Meena, while she honors her commitment to Thyagu and keeps Sekhar at a distance. Thinking Sekhar as a single, Prema (C. R. Vijayakumari), daughter of the villain expresses her feelings for Sekhar and he fails to respond in kind.
All these pent up emotions of Love, Friendship, Loyalty, Jealousy, physical debilitation boils over at one point and things take a turn for the worse for all three. Goaded by the feelings of inadequacy, Thyagu builds in his mind a picture, that"
1,"Bhagat Ram lives a wealthy lifestyle in a small village in India, along with his son, Shyam, who is an Advocate in Bombay and makes a living as a Hindu Priest. He receives a marriage proposal from Choudhury Bishan Swaroop Singh for Shyam, the girl in question is Bishan's son-in-law, Raju's sister, Shobha. Hoping to get a dowry of fifty thousand rupees, he agrees and the marriage takes place. After the ceremony, he is handed a promissory note and angered, he and Shyam return home, leaving a devastated Shobha and the Singh family to deal with this crisis. Raju takes some cash and jewelry, hoping to placate Bhagat, but this only angers him all the more. Shyam decides to leave for Bombay. Shortly thereafter, Bhagat is informed by Advocate Govind that Shobha has eloped with an unknown lover, and her mom, Parvati, has initiated legal proceedings against him. A panic-stricken Bhagat rushes to Bombay and is shocked to find that Shyam has lost his mental balance and is in the care of a doctor a"
8,"he Devil).
Ajooba is a masked rider in black (rather like Zorro) who thwarts the Vazir's lackeys as they pillage the lands and harass the citizens. His plain self is Ali, an ordinary restaurateur, and his chum is Hasan (Rishi Kapoor). Together they foil the Vazir's evil schemes, raid his caravans, and woo their girls. Ajooba, as Ali, falls for Rukhsana (Dimple Kapadia, actually the daughter of Ameer Baba, returned from Hind to rescue her imprisoned father), while Hasan's affections are for the Vazir's Shehzadi Henna (Sonam).
Ajooba inflicts constant pain upon the Vazir. The Vazir eventually raises his fauladi shaitan and plans an all-out attack. The Raja of Hind (Dara Singh, in a special appearance) brings his forces to aid Ajooba. The resulting war brings all the central characters together.
Several questions are essentially resolved in the ensuing war. The climax is a panorama of demons, magical horses and donkeys, a full-scale combat between the Vazir's army and the Hind army, en"
